turbine id,lat_long,manufacturer,power(kW)
7624,45.942214_-7.395561,NG:,8916.41
7625,65.406637_-50.92083,SG:,8074.21
7626,-74.485233_175.175792,NG:,5591.92
7627,66.718663_64.54748,GE:,715.77
7628,-18.996733_-11.268471,GOLD:,6367.59
7629,23.452036_-52.962389,SGRE:,1442.84
7630,-70.919572_-106.947607,VWS:,5986.7
7631,40.084795_78.908352,LM:,6250.06
7632,-12.697319_117.115442,SG:,9108.86
7633,-10.402803_102.992488,GOLD:,9921.77
7634,-10.500607_-10.936602,SG:,6198.26
7635,-23.280241_103.141161,LM:,1582.48
7636,20.41632_2.205036,VWS:,7016.89
7637,58.616114_-123.484656,LM:,4255.71
7638,38.736277_141.425507,VWS:,4470.91
7639,70.232227_-62.027757,LM:,8643.13
7640,-37.448689_140.00315,GOLD:,6431.06
7641,16.643946_64.547051,LM:,9895.66
7642,-62.538682_115.836727,GE:,1291.7
7643,-72.6736_67.747721,SGRE:,1174.24
7644,-55.725763_153.631555,SGRE:,4139.2
7645,-65.462526_-116.950385,EN:,7494.63
7646,-47.437575_106.406477,MHI:,738.89
7647,64.4776_7.753332,EN:,8153.27
7648,-33.39355_-69.348676,EN:,5685.73
7649,-61.219314_-97.379974,SGRE:,3264.01
7650,-50.86216_159.449205,NG:,3313.89
7651,-66.732865_56.604438,LM:,6534.82
7652,56.176051_15.350671,SUZ:,9500.79
7653,-24.010423_-168.491852,GOLD:,8818.38
7654,-25.223191_165.871163,GE:,9803.16
7655,38.651895_-38.498044,SG:,3118.36
7656,-5.205064_175.665088,GE:,8383.18
7657,80.877485_175.576228,EN:,7334.82
7658,51.893113_4.839097,GOLD:,9124.84
7659,83.547541_59.852569,EN:,253.09
7660,6.625553_-112.465137,EN:,3262.43
7661,-55.688277_-49.765073,GOLD:,3297.49
7662,-75.803988_-56.774882,LM:,3332.05
7663,59.814116_-61.433853,LM:,6695.3
7664,16.580514_53.525602,GE:,7452.77
7665,78.778776_125.887914,GOLD:,1142.59
7666,55.395681_108.084756,SGRE:,359.68
7667,32.703755_113.024502,EN:,8511.55
7668,-6.013274_137.362166,EN:,5796.68
7669,-9.062102_-42.922061,SGRE:,2483.63
7670,63.229961_25.935079,MHI:,62.06
7671,0.01124_38.277446,LM:,5920.36
7672,-0.266124_-89.913188,MHI:,8129.16
7673,-63.310639_-33.015287,LM:,7026.39
7674,-44.705711_-162.399325,SG:,3164.59
7675,7.225529_-19.293635,SG:,7070.69
7676,15.822547_-11.358131,SUZ:,863.6
7677,-36.686274_122.555192,SUZ:,5415.57
7678,-43.882273_16.511871,LM:,5592.79
7679,-76.912641_76.428331,SG:,8134.64
7680,-15.270748_117.141051,GE:,2743.75
7681,-63.885515_-51.164573,LM:,1198.26
7682,-27.957529_27.21951,SUZ:,3895.0
7683,86.384022_43.490224,VWS:,7759.63
7684,2.296975_29.68091,EN:,841.92
7685,-31.157443_13.229193,EN:,3506.06
7686,86.365291_25.523052,SGRE:,654.02
7687,-56.304648_167.643233,NG:,7729.38
7688,-73.521438_-21.766625,VWS:,9297.64
7689,-61.948576_72.713729,GE:,1269.11
7690,27.93652_43.877162,VWS:,1057.17
7691,84.347347_-77.669988,GOLD:,4677.28
7692,-63.092627_109.559608,GE:,6673.09
7693,10.881249_104.174762,NG:,5913.21
7694,-9.159091_-142.691343,SG:,2689.35
7695,-18.13318_-108.104334,SGRE:,3669.0
7696,47.12846_-125.33202,LM:,6977.16
7697,-13.193514_81.240352,SGRE:,6928.63
7698,-42.378257_-151.850689,GOLD:,1656.92
7699,89.946088_-11.95418,SUZ:,4224.78
7700,-72.075828_-31.466365,SGRE:,5417.0
7701,-48.084705_171.80501,MHI:,7569.32
7702,1.288687_136.565594,GE:,5499.58
7703,18.93753_132.356914,SUZ:,5309.9
7704,1.691688_-52.762833,EN:,8396.16
7705,11.060889_-79.992728,MHI:,7913.33
7706,18.943771_94.384645,GE:,8942.98
7707,-36.672655_173.227523,SGRE:,8860.77
7708,-70.654059_-45.499108,NG:,7848.78
7709,65.808746_-86.844246,SUZ:,1821.94
7710,-13.105222_-90.438645,GOLD:,7978.86
7711,69.842546_130.865477,SGRE:,616.29
7712,10.511201_24.627626,VWS:,9055.22
7713,50.572557_-167.016663,SGRE:,9021.98
7714,-44.395797_-38.710427,SG:,3020.71
7715,-29.655768_28.854462,SUZ:,1839.9
7716,3.928599_-101.125515,EN:,6816.67
7717,-37.918993_-94.988571,SUZ:,5164.69
7718,88.340061_-83.502643,LM:,3726.32
7719,22.863527_-99.863483,SGRE:,9963.31
7720,-86.256122_142.767421,SUZ:,7638.68
7721,39.800422_-12.241334,EN:,7823.64
7722,27.663509_144.531118,MHI:,1204.46
7723,70.913931_45.538605,SGRE:,3695.72
7724,-29.210176_-178.537773,EN:,1689.96
7725,-79.52425_147.887126,MHI:,9998.92
7726,-15.843626_-9.455616,VWS:,3228.81
7727,-51.124281_27.829384,SUZ:,1694.98
7728,21.679102_-171.272001,GOLD:,7188.72
7729,-76.669045_-51.389409,SUZ:,501.22
7730,7.352064_143.345477,SUZ:,9786.94
7731,66.703479_102.277591,SUZ:,5096.73
7732,55.959184_140.385588,GE:,5380.42
7733,-66.873727_-58.742391,SGRE:,2561.51
7734,-11.369899_-142.331625,EN:,6776.54
7735,-9.473991_74.41425,SUZ:,964.73
7736,-64.011909_65.839784,EN:,3981.82
7737,-73.032967_-101.65763,GOLD:,3075.72
7738,-16.277925_-64.24677,EN:,6182.64
7739,7.02448_-110.550484,GE:,4302.39
7740,-68.347536_-106.491931,MHI:,1812.32
7741,-31.615601_-60.820419,SGRE:,4608.41
7742,32.70812_-173.61115,VWS:,6207.09
7743,39.431024_65.16635,SG:,5751.46
7744,-86.821155_-165.370958,SUZ:,5162.28
7745,-52.343415_100.816651,GOLD:,6083.48
7746,-36.960838_-88.641026,GOLD:,6100.98
7747,-61.571133_41.298847,SG:,6986.86
7748,44.760496_9.928552,VWS:,968.08
7749,-25.123268_37.717872,MHI:,2131.84
7750,47.294262_-114.33831,GE:,7769.46
7751,70.198757_-145.210311,GE:,1371.18
7752,-62.145144_-80.411017,SGRE:,3463.21
7753,84.127667_95.707086,SG:,6814.05
7754,70.54876_-20.890883,NG:,1530.26
7755,-88.392055_21.28114,NG:,566.34
7756,47.812688_-117.212548,SGRE:,8393.58
7757,52.619148_16.769852,GE:,1125.15
7758,-38.521913_-69.246697,SG:,5753.89
7759,-65.245544_165.25799,GE:,3485.0
7760,-9.481281_97.454705,VWS:,8285.09
7761,-8.249387_-153.097741,LM:,7073.26
7762,57.029715_94.44027,EN:,6697.07
7763,-38.785978_11.053488,VWS:,8386.14
7764,-6.357942_173.660361,GOLD:,2898.47
7765,-72.553292_64.136998,MHI:,995.25
7766,-74.434097_-42.476401,EN:,3980.64
7767,15.011123_119.322571,VWS:,8292.87
7768,0.998821_-108.556681,EN:,7483.48
7769,73.350614_-135.954903,GOLD:,2459.86
7770,78.643867_121.101724,SGRE:,6223.59
7771,-67.529974_-93.618506,SGRE:,4539.25
7772,46.357767_-158.201389,MHI:,5319.7
7773,-49.846169_-96.474638,SUZ:,3887.99
7774,-43.860335_-178.548714,GOLD:,2807.52
7775,79.476464_-34.918994,SG:,9790.83
7776,-79.672794_106.278756,SGRE:,1494.59
7777,-66.210054_113.417434,SUZ:,5892.22
7778,58.864825_-122.226554,VWS:,7768.64
7779,17.089935_-84.836076,VWS:,1746.57
7780,-36.664425_126.69536,EN:,1164.16
7781,-70.601114_-151.854985,SG:,8874.78
7782,24.358124_102.906026,EN:,2013.46
7783,-68.047734_155.687327,VWS:,5890.04
7784,83.302913_142.328967,EN:,778.07
7785,54.559024_122.76829,SG:,5845.92
7786,23.273051_-122.808313,SUZ:,5032.29
7787,43.956656_161.700002,LM:,5244.45
7788,-59.502338_-120.700714,SUZ:,3986.28
7789,-40.199057_46.107671,SGRE:,1303.0
7790,52.235642_-161.026953,SUZ:,3486.05
7791,11.005472_102.30487,SGRE:,1742.22
7792,55.647825_-95.763482,GE:,5474.89
7793,-29.995113_142.266362,GOLD:,897.86
7794,57.274054_89.266642,MHI:,5157.88
7795,-81.492694_54.517159,MHI:,4035.36
7796,62.049247_-20.361302,SG:,6331.86
7797,-67.729559_8.744517,VWS:,134.13
7798,59.981255_-43.572217,SUZ:,7069.89
7799,-50.637183_-49.751057,EN:,4106.83
7800,3.033362_-177.170557,GOLD:,7658.6
7801,50.975956_55.570117,VWS:,1008.25
7802,-5.300717_-65.213342,SGRE:,7604.59
7803,85.924469_-128.900084,GOLD:,8323.73
7804,53.426558_52.732835,SUZ:,4756.57
7805,24.676057_-6.017463,SUZ:,6228.66
7806,28.558869_-60.244562,GE:,2653.52
7807,-37.479174_-132.879142,GE:,8850.35
7808,13.778901_-111.551011,VWS:,1869.77
7809,-28.428371_-118.611795,SGRE:,2470.53
7810,24.493091_139.45414,VWS:,7055.85
7811,-66.682706_-28.522707,LM:,8107.82
7812,55.752888_-141.654373,SG:,6455.6
7813,-10.391913_21.898185,LM:,9148.45
7814,-69.842254_163.022013,VWS:,1032.72
7815,78.026881_-66.481078,GOLD:,9937.23
7816,2.074967_-63.308456,MHI:,8498.76
7817,-32.164614_42.535162,MHI:,8954.48
7818,-55.681312_-151.991426,NG:,1708.64
7819,76.40447_63.602611,GOLD:,8053.22
7820,14.081463_98.416976,NG:,4794.73
7821,19.16571_-111.122208,EN:,9962.77
7822,-64.330713_-43.306223,GE:,7818.49
7823,66.988099_-74.442638,NG:,4502.13
7824,33.769043_90.719743,LM:,5204.33
7825,-12.273293_-70.963451,SGRE:,4270.68
7826,-35.041857_177.374058,SUZ:,4115.13
7827,54.889963_169.445414,SG:,5049.29
7828,13.148894_-97.566683,EN:,5309.83
7829,82.918959_22.1387,GOLD:,8594.39
7830,37.600822_19.565106,NG:,881.4
7831,-19.193191_143.481095,SUZ:,6027.6
7832,1.4722_110.831689,MHI:,5135.66
7833,-54.891443_84.32217,GOLD:,2460.97
7834,-66.173902_119.885477,EN:,1693.27
7835,-37.401535_-146.745525,GOLD:,7456.5
7836,-23.211721_-145.659463,MHI:,6302.74
7837,67.608932_-127.672058,GE:,6466.1
7838,52.82987_-55.796413,VWS:,4863.92
7839,3.332652_167.537549,NG:,7890.57
7840,67.752204_138.112497,LM:,456.99
7841,60.64274_92.56743,MHI:,8636.15
7842,3.588269_-70.919463,VWS:,6957.7
7843,-12.533456_82.826324,EN:,8081.11
7844,63.375146_119.356588,SUZ:,2314.19
7845,52.458028_-74.954404,GOLD:,8319.26
7846,-81.343098_-3.089203,GOLD:,4448.52
7847,-77.903514_-126.965257,SGRE:,317.87
7848,-54.718034_139.481356,MHI:,5778.37
7849,-37.26888_23.320644,GE:,6697.54
7850,80.130814_132.869216,GOLD:,2534.95
7851,-40.292684_-77.781387,GE:,4224.08
7852,64.467275_-6.388194,SGRE:,8739.55
7853,11.171159_-136.75886,SGRE:,7290.94
7854,11.5488_-145.217689,LM:,204.29
7855,70.727572_-31.140679,VWS:,3395.31
7856,-82.217424_-67.933224,MHI:,7641.84
7857,-17.449045_-117.413844,SGRE:,5728.59
7858,21.283406_-113.462033,MHI:,2964.49
7859,69.653543_173.233344,SGRE:,7067.85
7860,58.668196_-23.697992,GOLD:,4879.48
7861,78.466388_136.904892,SUZ:,5066.96
7862,37.116067_44.326697,LM:,4676.21
7863,31.350485_158.896331,MHI:,8883.13
7864,-27.580523_-134.858547,SUZ:,3928.24
7865,60.470528_30.761378,SUZ:,9869.15
7866,51.862413_-105.436845,GOLD:,7143.74
7867,26.005956_28.014637,GOLD:,8551.33
7868,47.377318_171.647301,SG:,8984.33
7869,-14.89616_164.114808,NG:,3708.89
7870,57.355332_-12.867864,SGRE:,9670.02
7871,-27.552327_139.91375,SG:,3645.33
7872,11.126557_74.05552,SGRE:,421.94
7873,-9.048938_77.148605,MHI:,2892.35
7874,74.071713_160.562593,SUZ:,5029.34
7875,-19.156341_-43.441173,NG:,9063.18
7876,-66.709146_39.533917,GOLD:,1024.94
7877,8.350217_-76.380072,SGRE:,2759.39
7878,21.653684_-109.854974,VWS:,372.67
7879,-30.834638_-22.58457,EN:,9751.06
7880,-88.474072_-54.865543,GOLD:,5785.95
7881,-76.957986_-102.715232,GE:,1670.72
7882,17.574892_-112.008265,GE:,2744.59
7883,-68.824954_-127.555541,SGRE:,6487.62
7884,-50.46176_-50.290233,SGRE:,1996.47
7885,65.643758_-57.774893,NG:,8252.55
7886,-73.2741_-70.718241,VWS:,628.45
7887,-12.326904_94.443572,SGRE:,2428.73
7888,-21.611927_101.601892,VWS:,571.8
7889,-12.028174_-171.709322,LM:,5827.28
7890,-22.754955_71.140139,LM:,6095.16
7891,-6.022814_-155.178683,SGRE:,8107.57
7892,-11.2962_7.786258,GOLD:,6490.42
7893,43.818432_-125.491088,LM:,2202.26
7894,-47.234514_-38.322174,GE:,7575.63
7895,-39.306976_-177.969479,MHI:,2320.23
7896,-61.201445_106.174315,SGRE:,3895.47
7897,84.996663_73.415814,GE:,406.61
7898,13.129126_-47.646637,SG:,6538.8
7899,-9.686352_-94.08627,NG:,7263.38
7900,-55.773329_-118.546172,GE:,1266.79
7901,40.407716_-46.561207,SGRE:,2072.98
7902,-6.313904_-137.740357,SUZ:,2504.27
7903,-20.000618_72.82541,MHI:,6076.5
7904,6.896827_-14.852976,MHI:,4601.37
7905,-44.396997_-158.331373,VWS:,2234.48
7906,-84.773491_-145.744007,VWS:,6307.22
7907,79.251813_48.157652,SGRE:,459.29
7908,-0.078469_89.931211,EN:,3480.77
7909,-48.510655_-104.147799,VWS:,4693.85
7910,41.176284_107.307735,VWS:,1162.3
7911,3.345475_79.504091,SGRE:,8219.94
7912,-28.668983_-82.652305,EN:,9151.68
7913,19.3806_17.043432,VWS:,911.4
7914,43.526407_15.057165,NG:,4809.02
7915,62.293503_86.721766,MHI:,1369.5
7916,-67.967989_-142.088341,LM:,2489.11
7917,-53.772797_101.672428,EN:,2618.46
7918,-52.998477_-88.260451,SUZ:,8353.15
7919,15.333076_74.453542,SGRE:,5247.78
7920,76.681865_-14.237605,MHI:,6694.69
7921,13.584497_-36.410801,VWS:,1528.05
7922,60.186278_-116.295266,SG:,6344.4
7923,-57.252429_-123.064822,NG:,9494.86
7924,68.757498_-22.848602,LM:,9841.0
7925,-45.623899_173.252204,VWS:,4600.35
7926,41.131532_7.662444,NG:,6915.71
7927,-12.685136_120.577831,MHI:,9004.35
7928,4.79646_135.372876,MHI:,6500.43
7929,41.411538_-155.394402,SG:,9070.88
7930,-31.119596_137.460309,VWS:,8437.1
7931,25.599573_108.534273,VWS:,666.52
7932,72.250574_-169.833293,NG:,9134.7
7933,-59.620705_174.845013,SUZ:,30.06
7934,43.933995_167.967026,EN:,6747.33
7935,-31.929939_-31.040248,GOLD:,481.72
7936,87.092534_-92.839463,SGRE:,7324.42
7937,43.629158_-52.146591,SUZ:,7984.73
7938,-21.672233_97.264347,SUZ:,5720.33
7939,-71.338983_166.243168,GE:,9977.91
7940,-31.689687_-71.725761,EN:,5123.44
7941,-41.355424_45.170318,NG:,1085.25
7942,-47.550562_7.879681,GOLD:,4580.71
7943,-32.528796_-49.302685,MHI:,727.36
7944,-19.856864_109.960677,SUZ:,244.42
7945,-26.391577_-96.072203,SG:,1941.15
7946,-1.679317_-105.242937,LM:,9613.57
7947,59.045005_102.226006,SUZ:,5748.01
7948,-28.498963_-5.042283,SUZ:,3396.43
7949,33.424375_104.361554,LM:,4802.46
7950,35.486441_106.871962,EN:,987.87
7951,37.413396_-138.676109,SUZ:,54.44
7952,6.949715_25.715981,GOLD:,7490.23
7953,-54.343595_133.816512,GE:,5334.58
7954,65.654596_168.377368,SUZ:,2321.13
7955,55.019355_140.849191,MHI:,3628.33
7956,88.573917_-149.625655,SUZ:,8071.66
7957,-70.286515_-127.541245,EN:,3811.82
7958,6.276801_-101.587377,NG:,7216.76
7959,-1.520598_-47.958008,SGRE:,5593.92
7960,56.178633_-65.266378,SGRE:,3051.12
7961,17.863649_163.314106,GOLD:,168.71
7962,-76.461561_58.159211,NG:,1980.85
7963,-65.07099_91.256108,VWS:,3527.18
7964,53.545257_176.510213,GOLD:,984.66
7965,-84.03914_176.031862,EN:,5870.55
7966,0.88522_164.414817,GOLD:,8098.98
7967,-37.439478_-178.121357,SGRE:,3489.52
7968,-10.968078_172.069836,LM:,3669.11
7969,-63.274486_91.836074,SGRE:,1134.56
7970,84.654102_-25.756163,SGRE:,9674.28
7971,48.263911_-70.025314,LM:,2780.97
7972,-44.509478_74.53593,GOLD:,4310.02
7973,86.076939_59.551444,NG:,5057.13
7974,80.806664_-50.265103,NG:,8301.33
7975,-55.87915_-134.773914,SGRE:,2663.56
7976,-3.451402_71.605776,VWS:,6289.79
7977,27.093301_30.718027,VWS:,1092.18
7978,-50.437284_112.970024,SGRE:,2390.59
7979,44.339414_-13.448362,MHI:,7703.58
7980,-8.015855_-84.073834,MHI:,2289.34
7981,-86.855959_-28.603729,SG:,6431.3
7982,-80.979181_21.969956,VWS:,3901.12
7983,33.748102_-163.599815,EN:,2662.54
7984,-17.318151_145.325994,GOLD:,8019.36
7985,74.558249_-55.81292,LM:,103.47
7986,86.381805_-175.561416,GE:,4578.74
7987,34.817553_-102.02936,NG:,3113.43
7988,40.481574_151.647646,VWS:,1864.22
7989,-59.79096_45.912925,GOLD:,9435.67
7990,-25.570492_-57.261646,GOLD:,9677.39
7991,84.020652_-112.518312,MHI:,5485.16
7992,75.229398_125.924551,MHI:,3691.14
7993,-17.900909_137.167106,EN:,5747.48
7994,9.817244_-178.615989,SG:,7931.44
7995,-79.742185_117.831553,MHI:,8383.29
7996,33.460011_28.934334,GE:,7145.6
7997,68.752408_89.037423,GE:,256.24
7998,-9.421266_11.696344,VWS:,1664.26
7999,19.10036_140.418884,NG:,1851.23
8000,12.649443_55.050748,GOLD:,8527.79
8001,-44.152775_-123.432245,SUZ:,4459.96
8002,40.025616_-48.754726,NG:,7109.88
8003,62.574482_169.146172,SG:,6592.04
8004,23.611416_11.141024,NG:,7660.54
8005,-23.513148_-105.617512,EN:,6127.03
8006,48.795704_34.809126,LM:,5058.86
8007,-80.616696_121.703944,VWS:,7705.2
8008,-12.782135_174.545888,GE:,5301.6
8009,-19.756326_-106.510136,NG:,8531.61
8010,3.243183_-134.340955,GE:,7411.72
8011,47.889639_-129.816083,EN:,3489.83
8012,7.716803_-151.871296,SG:,6437.03
8013,84.04992_164.661213,MHI:,8800.37
8014,58.549822_-24.626897,SUZ:,1174.93
8015,46.771449_27.420241,VWS:,740.24
8016,-75.545482_-114.662478,VWS:,4080.28
8017,55.325922_-158.615238,GE:,1797.62
8018,3.205486_-49.898484,MHI:,4749.22
8019,60.310717_92.047213,MHI:,907.9
8020,-86.662209_88.634134,VWS:,8594.53
8021,-7.548619_-143.477467,SG:,5201.89
8022,-25.272728_-19.449768,SUZ:,7582.51
8023,33.8911_-98.444736,VWS:,3331.74
8024,-72.544512_62.003137,SGRE:,5531.62
8025,-82.536117_112.121242,SGRE:,3206.45
8026,-6.656156_22.235914,LM:,6679.67
8027,-38.186767_-111.398248,SG:,6208.26
8028,-2.237137_-12.413319,GOLD:,9625.07
8029,1.850956_112.012127,SUZ:,2544.16
8030,-19.556947_-57.978187,MHI:,2175.66
8031,67.474914_112.707707,GOLD:,3136.08
8032,-76.415289_104.166913,GE:,4398.58
8033,-89.744258_-137.279094,SUZ:,6588.26
8034,73.981858_-116.87237,LM:,9854.56
8035,60.292206_44.886059,SGRE:,1617.28
8036,-63.394507_-159.858163,LM:,5910.77
8037,-1.813097_58.463824,VWS:,8044.74
8038,-70.833204_-175.350851,GOLD:,6656.49
8039,-61.937742_62.25475,LM:,6772.89
8040,72.985248_-178.546296,MHI:,3530.4
8041,-9.242178_-97.03908,NG:,9733.07
8042,3.057202_-142.820424,LM:,7101.56
8043,27.650254_-82.19086,GE:,1068.77
8044,15.6678_-8.906761,LM:,2521.04
8045,24.688287_14.056395,SG:,1551.25
8046,37.537323_-134.745243,GE:,8524.32
8047,-44.448621_-52.021698,SGRE:,3695.85
8048,86.371859_17.527702,NG:,3212.37
8049,-11.406516_43.073185,NG:,1786.82
8050,2.806615_-34.39607,EN:,3381.76
8051,-65.707448_-26.329196,GOLD:,3639.8
8052,89.914124_-78.740079,SGRE:,4817.9
8053,-27.567783_-49.168111,LM:,9025.95
8054,11.066795_-65.459459,GE:,6214.43
8055,-0.302091_66.832519,VWS:,98.42
8056,77.284528_23.970749,GOLD:,4071.48
8057,25.241681_147.814641,MHI:,2535.52
8058,57.554028_-130.919969,SUZ:,6374.38
8059,39.449975_6.782193,GE:,53.06
8060,76.746845_129.639624,GOLD:,4880.42
8061,-4.782177_112.134824,SGRE:,7794.74
8062,-86.637638_-12.048004,NG:,6574.08
8063,-11.900758_-133.097221,MHI:,3835.56
8064,35.033832_0.322602,EN:,4812.51
8065,-80.680507_-65.396637,NG:,8637.31
8066,-10.433246_-132.786726,EN:,558.89
8067,-8.945885_-62.5186,NG:,2897.38
8068,-29.847412_171.487687,GOLD:,3656.82
8069,-80.500547_22.551057,VWS:,1599.09
8070,-66.953631_-50.796354,MHI:,5062.61
8071,69.372328_-85.526014,SGRE:,6998.57
8072,2.673752_-45.33665,GOLD:,1264.09
8073,-31.450158_75.653943,MHI:,961.45
8074,-67.741257_36.162405,LM:,928.92
8075,53.238767_135.76581,MHI:,37.73
8076,-8.998808_-83.227845,GE:,527.15
8077,-15.759257_-57.362219,SGRE:,4516.4
8078,18.411145_-32.567258,SUZ:,4948.34
8079,67.183324_60.740792,VWS:,8468.01
8080,85.457255_15.380525,GOLD:,553.82
8081,41.246479_-41.72288,SG:,580.09
8082,80.074789_-45.180181,SG:,9955.01
8083,-78.154045_-34.439348,GOLD:,8111.41
8084,47.102196_-64.343311,LM:,7271.02
8085,60.368864_-40.219134,SGRE:,479.28
8086,-48.602582_-119.55489,GE:,223.86
8087,-3.689292_-49.493531,EN:,7617.03
8088,-28.144259_-123.246004,LM:,1270.89
8089,72.645968_-71.955661,GE:,920.96
8090,45.464743_-88.136716,LM:,3778.88
8091,-87.61784_34.565157,MHI:,4088.28
8092,-55.959495_-149.598709,GE:,6362.37
8093,52.513626_69.861726,VWS:,7020.38
8094,59.23169_126.269841,LM:,6777.25
8095,-25.036889_-152.156319,SGRE:,1197.21
8096,30.211714_176.942964,NG:,5662.29
8097,46.021641_-55.314585,NG:,3541.66
8098,85.650425_5.928854,GE:,4120.26
8099,-42.167215_117.439603,EN:,7524.52
8100,-47.639281_72.657273,NG:,3440.32
8101,-81.130542_-73.660815,SGRE:,5827.6
8102,3.240312_90.758087,LM:,1714.27
8103,42.813325_-77.202359,GE:,8538.75
8104,80.74007_33.958449,NG:,3547.09
8105,88.331075_-44.947276,EN:,1453.75
8106,-9.913592_80.82202,NG:,3130.54
8107,62.985414_-128.791915,NG:,5768.55
8108,-13.425204_179.321076,LM:,6671.07
8109,-25.551259_-152.093636,GOLD:,7769.94
8110,16.103583_106.166544,SG:,7487.32
8111,-82.456104_-141.062772,SUZ:,6029.02
8112,-9.588206_1.273266,GOLD:,6623.45
8113,43.87168_37.278607,SG:,9637.1
8114,17.895063_-176.902528,SUZ:,9830.2
8115,-63.399853_179.880744,SG:,2028.16
8116,74.068362_19.430759,MHI:,6543.76
8117,78.567547_104.398655,SGRE:,467.68
8118,72.085355_-159.146582,NG:,1687.39
8119,-83.960722_47.136912,VWS:,7257.48
8120,8.393113_-28.610383,MHI:,7877.78
8121,-76.867401_128.593564,GOLD:,9294.32
8122,35.424616_-47.952591,SG:,9636.42
8123,-29.640798_129.762643,LM:,9610.28
8124,-62.219188_93.159974,GE:,6139.91
8125,-16.865091_-8.350814,MHI:,4061.45
8126,-82.712167_102.634019,GOLD:,9802.21
8127,-30.611139_-96.078827,MHI:,7005.95
8128,53.755406_-96.162749,EN:,7555.55
8129,-33.199008_109.176761,SG:,4958.31
8130,47.298635_-47.542155,SG:,2117.8
8131,-40.543901_149.823038,NG:,6783.28
8132,-7.998888_85.97026,SUZ:,2762.58
8133,63.05082_160.879517,LM:,8847.5
8134,-40.023621_-168.758119,GOLD:,2753.01
8135,53.436177_71.986014,NG:,6924.09
8136,-21.298961_-75.55544,MHI:,6122.5
8137,17.818252_-74.756557,MHI:,1967.7
8138,48.915529_178.225492,MHI:,4500.18
8139,-45.345863_139.658045,MHI:,7050.63
8140,25.551681_137.464048,SGRE:,9007.66
8141,-74.861516_-23.854594,LM:,4397.26
8142,-76.283693_-137.254274,GOLD:,7530.02
8143,-82.347703_-138.38956,NG:,8153.29
8144,-41.48883_169.161916,MHI:,5374.42
8145,83.415889_19.121528,SGRE:,1431.55
8146,58.397277_-164.974671,GOLD:,935.24
8147,-44.929754_69.884833,GE:,472.91
8148,-12.867987_67.454537,LM:,2325.31
8149,33.045184_131.282556,LM:,7798.63
8150,39.313614_-66.063832,SG:,6168.47
8151,-68.750223_-52.925495,GOLD:,5153.6
8152,-60.757335_143.91831,SUZ:,4103.11
8153,83.468095_160.282343,NG:,4442.55
8154,11.400046_-15.906418,EN:,2178.93
8155,-67.973312_127.85682,GE:,1840.04
8156,23.505017_-61.231932,SGRE:,2092.64
8157,43.194571_-66.740867,EN:,4415.15
8158,62.690695_-168.148845,MHI:,3893.25
8159,-28.044702_-132.774107,SG:,9024.23
8160,-65.505241_-145.821526,SUZ:,5047.49
8161,-15.566414_-98.445784,SGRE:,5921.74
8162,78.707688_7.689994,GE:,4950.25
8163,47.333463_-65.76871,EN:,4548.24
8164,41.389009_-12.244953,SGRE:,1505.76
8165,19.291382_-107.291955,SUZ:,5303.68
8166,-59.195346_-159.903042,NG:,1934.92
8167,-9.293194_0.224856,GE:,5777.21
8168,47.295485_-0.393769,MHI:,6016.69
8169,5.067993_-166.737108,GE:,2851.2
8170,61.825608_-70.469652,EN:,9245.56
8171,-55.427314_38.771907,GOLD:,5965.26
8172,20.772303_121.654226,MHI:,7958.08
8173,13.163565_-160.004921,GE:,46.36
8174,-70.380881_-175.605639,EN:,8853.39
8175,10.139195_178.779258,LM:,3157.31
8176,85.174111_89.661264,NG:,2934.5
8177,-39.793977_-49.841676,SUZ:,6580.71
8178,-64.763812_-92.583692,LM:,5103.62
8179,35.662661_-48.629868,GE:,4185.26
8180,26.82988_4.666143,SGRE:,1250.25
8181,34.495521_-63.257935,LM:,6208.67
8182,57.060982_-169.429274,GOLD:,795.99
8183,-12.703659_-163.514999,LM:,2976.31
8184,-1.200491_-71.382323,LM:,4936.68
8185,-24.24136_151.018296,SG:,5428.76
8186,-10.557757_98.709589,GOLD:,667.12
8187,53.668635_-164.012566,NG:,4109.78
8188,71.961362_166.237802,LM:,9169.65
8189,58.003843_0.833568,VWS:,5152.92
8190,-74.339408_121.595257,MHI:,8762.93
8191,39.159005_-91.846887,GOLD:,7836.75
8192,-40.127185_-22.295086,SGRE:,4703.72
8193,-74.554821_-16.896722,EN:,2924.65
8194,74.516665_24.602521,LM:,5762.8
8195,63.402394_69.269022,SGRE:,6496.99
8196,-35.128775_-56.770897,MHI:,5146.94
8197,-72.653898_-173.934614,GOLD:,7913.56
8198,-81.946269_104.195773,NG:,6097.74
8199,39.769661_140.738035,EN:,9262.45
8200,-55.909892_-158.601525,SG:,1583.32
8201,35.214369_173.619906,MHI:,8750.02
8202,4.941825_-14.95136,SGRE:,7936.64
8203,47.351976_20.844165,VWS:,147.86
8204,74.256163_-97.276825,MHI:,8085.4
8205,47.200363_141.519383,LM:,7887.92
8206,-12.315621_-139.362421,LM:,3944.6
8207,-77.45157_-31.861056,SGRE:,7072.09
8208,5.917213_-158.947279,SG:,4613.62
8209,-23.885861_-81.621658,VWS:,6502.72
8210,-88.30769_83.352277,NG:,9262.0
