id,aircraft.id,description,priority,status,createdDate,dueDate
WORK-ORDER-4931,AIRCRAFT-8,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-22,2026-07-25
WORK-ORDER-4932,AIRCRAFT-8,Repair navigation system components,HIGH,CLOSED,2026-07-22,2026-07-26
WORK-ORDER-4933,AIRCRAFT-8,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-22,2026-07-27
WORK-ORDER-4934,AIRCRAFT-360,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-22,2026-07-27
WORK-ORDER-4935,AIRCRAFT-360,Repair navigation system components,HIGH,CLOSED,2026-07-22,2026-07-23
WORK-ORDER-4936,AIRCRAFT-360,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-22,2026-07-24
WORK-ORDER-4937,AIRCRAFT-360,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-22,2026-07-26
WORK-ORDER-4938,AIRCRAFT-395,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-23,2026-07-27
WORK-ORDER-4939,AIRCRAFT-203,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-23,2026-07-25
WORK-ORDER-494,AIRCRAFT-437,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-04-17,2026-04-20
WORK-ORDER-4940,AIRCRAFT-203,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-23,2026-07-24
WORK-ORDER-4941,AIRCRAFT-203,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-23,2026-07-24
WORK-ORDER-4942,AIRCRAFT-133,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-23,2026-07-25
WORK-ORDER-4943,AIRCRAFT-133,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-23,2026-07-28
WORK-ORDER-4944,AIRCRAFT-74,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-23,2026-07-28
WORK-ORDER-4945,AIRCRAFT-74,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-23,2026-07-27
WORK-ORDER-4946,AIRCRAFT-74,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-23,2026-07-25
WORK-ORDER-4947,AIRCRAFT-267,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-23,2026-07-28
WORK-ORDER-4948,AIRCRAFT-493,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-24,2026-07-25
WORK-ORDER-4949,AIRCRAFT-493,Repair navigation system components,HIGH,CLOSED,2026-07-24,2026-07-26
WORK-ORDER-495,AIRCRAFT-437,Complete delayed maintenance procedures,LOW,CLOSED,2026-04-17,2026-04-21
WORK-ORDER-4950,AIRCRAFT-493,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-4951,AIRCRAFT-309,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-4952,AIRCRAFT-488,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-4953,AIRCRAFT-488,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-24,2026-07-25
WORK-ORDER-4954,AIRCRAFT-488,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-4955,AIRCRAFT-67,Repair navigation system components,HIGH,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-4956,AIRCRAFT-426,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-24,2026-07-25
WORK-ORDER-4957,AIRCRAFT-255,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-24,2026-07-25
WORK-ORDER-4958,AIRCRAFT-255,Repair navigation system components,HIGH,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-4959,AIRCRAFT-255,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-24,2026-07-26
WORK-ORDER-496,AIRCRAFT-402,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-04-17,2026-04-21
WORK-ORDER-4960,AIRCRAFT-233,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-17,2026-02-22
WORK-ORDER-4961,AIRCRAFT-233,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-02-17,2026-02-22
WORK-ORDER-4962,AIRCRAFT-233,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-17,2026-02-18
WORK-ORDER-4963,AIRCRAFT-233,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-17,2026-02-21
WORK-ORDER-4964,AIRCRAFT-211,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-4965,AIRCRAFT-211,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-4966,AIRCRAFT-211,Repair navigation system components,HIGH,CLOSED,2026-07-24,2026-07-27
WORK-ORDER-4967,AIRCRAFT-211,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-24,2026-07-25
WORK-ORDER-4968,AIRCRAFT-351,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-4969,AIRCRAFT-113,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-497,AIRCRAFT-402,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-04-17,2026-04-21
WORK-ORDER-4970,AIRCRAFT-399,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-24,2026-07-26
WORK-ORDER-4971,AIRCRAFT-399,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-4972,AIRCRAFT-399,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-4973,AIRCRAFT-388,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-24,2026-07-27
WORK-ORDER-4974,AIRCRAFT-388,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-4975,AIRCRAFT-388,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-4976,AIRCRAFT-388,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-24,2026-07-25
WORK-ORDER-4977,AIRCRAFT-122,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-4978,AIRCRAFT-122,Repair navigation system components,HIGH,CLOSED,2026-07-24,2026-07-26
WORK-ORDER-4979,AIRCRAFT-122,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-24,2026-07-27
WORK-ORDER-498,AIRCRAFT-402,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-04-17,2026-04-19
WORK-ORDER-4980,AIRCRAFT-122,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-4981,AIRCRAFT-122,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-24,2026-07-26
WORK-ORDER-4982,AIRCRAFT-49,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-24,2026-07-25
WORK-ORDER-4983,AIRCRAFT-49,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-24,2026-07-27
WORK-ORDER-4984,AIRCRAFT-49,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-4985,AIRCRAFT-49,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-4986,AIRCRAFT-49,Repair navigation system components,HIGH,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-4987,AIRCRAFT-59,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-24,2026-07-27
WORK-ORDER-4988,AIRCRAFT-494,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-24,2026-07-26
WORK-ORDER-4989,AIRCRAFT-494,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-24,2026-07-25
WORK-ORDER-499,AIRCRAFT-402,Conduct security inspection and clearance,HIGH,CLOSED,2026-04-17,2026-04-22
WORK-ORDER-4990,AIRCRAFT-494,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-24,2026-07-25
WORK-ORDER-4991,AIRCRAFT-494,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-4992,AIRCRAFT-494,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-4993,AIRCRAFT-183,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-24,2026-07-25
WORK-ORDER-4994,AIRCRAFT-183,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-4995,AIRCRAFT-183,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-24,2026-07-25
WORK-ORDER-4996,AIRCRAFT-183,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-4997,AIRCRAFT-183,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-24,2026-07-26
WORK-ORDER-4998,AIRCRAFT-131,Repair navigation system components,HIGH,CLOSED,2026-07-24,2026-07-27
WORK-ORDER-4999,AIRCRAFT-447,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-5,AIRCRAFT-11,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-01-31,2026-02-02
WORK-ORDER-50,AIRCRAFT-289,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-04,2026-02-09
WORK-ORDER-500,AIRCRAFT-402,Complete delayed maintenance procedures,LOW,CLOSED,2026-04-17,2026-04-21
WORK-ORDER-5000,AIRCRAFT-447,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-24,2026-07-27
WORK-ORDER-5001,AIRCRAFT-79,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-24,2026-07-25
WORK-ORDER-5002,AIRCRAFT-79,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-24,2026-07-26
WORK-ORDER-5003,AIRCRAFT-79,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-5004,AIRCRAFT-79,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-5005,AIRCRAFT-79,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-24,2026-07-27
WORK-ORDER-5006,AIRCRAFT-319,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-24,2026-07-27
WORK-ORDER-5007,AIRCRAFT-319,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-5008,AIRCRAFT-481,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-5009,AIRCRAFT-481,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-501,AIRCRAFT-252,Fix communication equipment and systems,MEDIUM,CLOSED,2026-04-17,2026-04-19
WORK-ORDER-5010,AIRCRAFT-481,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-24,2026-07-27
WORK-ORDER-5011,AIRCRAFT-481,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-5012,AIRCRAFT-461,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-24,2026-07-27
WORK-ORDER-5013,AIRCRAFT-461,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-5014,AIRCRAFT-173,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-02-01,2026-02-03
WORK-ORDER-5015,AIRCRAFT-173,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-02-01,2026-02-05
WORK-ORDER-5016,AIRCRAFT-173,Conduct security inspection and clearance,HIGH,CLOSED,2026-02-01,2026-02-06
WORK-ORDER-5017,AIRCRAFT-173,Complete delayed maintenance procedures,LOW,CLOSED,2026-02-01,2026-02-06
WORK-ORDER-5018,AIRCRAFT-173,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-01,2026-02-05
WORK-ORDER-5019,AIRCRAFT-351,Repair navigation system components,HIGH,CLOSED,2026-02-17,2026-02-19
WORK-ORDER-502,AIRCRAFT-252,Perform engine inspection and maintenance,HIGH,CLOSED,2026-04-17,2026-04-18
WORK-ORDER-5020,AIRCRAFT-351,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-17,2026-02-20
WORK-ORDER-5021,AIRCRAFT-351,Complete delayed maintenance procedures,LOW,CLOSED,2026-02-17,2026-02-22
WORK-ORDER-5022,AIRCRAFT-420,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-5023,AIRCRAFT-420,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-5024,AIRCRAFT-420,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-24,2026-07-27
WORK-ORDER-5025,AIRCRAFT-78,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-24,2026-07-27
WORK-ORDER-5026,AIRCRAFT-78,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-24,2026-07-29
WORK-ORDER-5027,AIRCRAFT-78,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-24,2026-07-27
WORK-ORDER-5028,AIRCRAFT-244,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-24,2026-07-28
WORK-ORDER-5029,AIRCRAFT-244,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-24,2026-07-26
WORK-ORDER-503,AIRCRAFT-252,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-04-17,2026-04-20
WORK-ORDER-5030,AIRCRAFT-244,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-24,2026-07-25
WORK-ORDER-5031,AIRCRAFT-7,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-26,2026-07-28
WORK-ORDER-5032,AIRCRAFT-7,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-26,2026-07-30
WORK-ORDER-5033,AIRCRAFT-7,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-26,2026-07-28
WORK-ORDER-5034,AIRCRAFT-7,Repair navigation system components,HIGH,CLOSED,2026-07-26,2026-07-27
WORK-ORDER-5035,AIRCRAFT-7,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-26,2026-07-28
WORK-ORDER-5036,AIRCRAFT-486,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-26,2026-07-31
WORK-ORDER-5037,AIRCRAFT-486,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-26,2026-07-30
WORK-ORDER-5038,AIRCRAFT-486,Repair navigation system components,HIGH,CLOSED,2026-07-26,2026-07-29
WORK-ORDER-5039,AIRCRAFT-486,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-26,2026-07-31
WORK-ORDER-504,AIRCRAFT-252,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-04-17,2026-04-22
WORK-ORDER-5040,AIRCRAFT-164,Repair navigation system components,HIGH,CLOSED,2026-07-26,2026-07-31
WORK-ORDER-5041,AIRCRAFT-164,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-26,2026-07-27
WORK-ORDER-5042,AIRCRAFT-221,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-17,2026-02-19
WORK-ORDER-5043,AIRCRAFT-221,Conduct security inspection and clearance,HIGH,CLOSED,2026-02-17,2026-02-21
WORK-ORDER-5044,AIRCRAFT-221,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-17,2026-02-18
WORK-ORDER-5045,AIRCRAFT-221,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-02-17,2026-02-18
WORK-ORDER-5046,AIRCRAFT-221,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-02-17,2026-02-19
WORK-ORDER-5047,AIRCRAFT-187,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-26,2026-07-30
WORK-ORDER-5048,AIRCRAFT-187,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-26,2026-07-31
WORK-ORDER-5049,AIRCRAFT-187,Repair navigation system components,HIGH,CLOSED,2026-07-26,2026-07-30
WORK-ORDER-505,AIRCRAFT-252,Conduct security inspection and clearance,HIGH,CLOSED,2026-04-17,2026-04-22
WORK-ORDER-5050,AIRCRAFT-187,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-26,2026-07-27
WORK-ORDER-5051,AIRCRAFT-329,Repair navigation system components,HIGH,CLOSED,2026-07-26,2026-07-27
WORK-ORDER-5052,AIRCRAFT-329,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-26,2026-07-29
WORK-ORDER-5053,AIRCRAFT-329,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-26,2026-07-28
WORK-ORDER-5054,AIRCRAFT-329,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-26,2026-07-29
WORK-ORDER-5055,AIRCRAFT-70,Repair navigation system components,HIGH,CLOSED,2026-07-26,2026-07-27
WORK-ORDER-5056,AIRCRAFT-70,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-26,2026-07-31
WORK-ORDER-5057,AIRCRAFT-70,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-26,2026-07-27
WORK-ORDER-5058,AIRCRAFT-70,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-26,2026-07-30
WORK-ORDER-5059,AIRCRAFT-70,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-26,2026-07-30
WORK-ORDER-506,AIRCRAFT-394,Repair navigation system components,HIGH,CLOSED,2026-04-17,2026-04-20
WORK-ORDER-5060,AIRCRAFT-470,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-26,2026-07-31
WORK-ORDER-5061,AIRCRAFT-266,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-26,2026-07-31
WORK-ORDER-5062,AIRCRAFT-266,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-26,2026-07-29
WORK-ORDER-5063,AIRCRAFT-266,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-26,2026-07-31
WORK-ORDER-5064,AIRCRAFT-266,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-26,2026-07-27
WORK-ORDER-5065,AIRCRAFT-266,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-26,2026-07-28
WORK-ORDER-5066,AIRCRAFT-209,Repair navigation system components,HIGH,CLOSED,2026-07-26,2026-07-30
WORK-ORDER-5067,AIRCRAFT-209,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-26,2026-07-30
WORK-ORDER-5068,AIRCRAFT-209,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-26,2026-07-27
WORK-ORDER-5069,AIRCRAFT-209,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-26,2026-07-28
WORK-ORDER-507,AIRCRAFT-148,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-04-17,2026-04-18
WORK-ORDER-5070,AIRCRAFT-209,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-26,2026-07-31
WORK-ORDER-5071,AIRCRAFT-472,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-26,2026-07-29
WORK-ORDER-5072,AIRCRAFT-472,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-26,2026-07-28
WORK-ORDER-5073,AIRCRAFT-472,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-26,2026-07-27
WORK-ORDER-5074,AIRCRAFT-421,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-26,2026-07-31
WORK-ORDER-5075,AIRCRAFT-421,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-26,2026-07-31
WORK-ORDER-5076,AIRCRAFT-421,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-26,2026-07-31
WORK-ORDER-5077,AIRCRAFT-145,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-26,2026-07-28
WORK-ORDER-5078,AIRCRAFT-127,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-17,2026-02-22
WORK-ORDER-5079,AIRCRAFT-127,Complete delayed maintenance procedures,LOW,CLOSED,2026-02-17,2026-02-19
WORK-ORDER-508,AIRCRAFT-449,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-04-17,2026-04-19
WORK-ORDER-5080,AIRCRAFT-127,Repair navigation system components,HIGH,CLOSED,2026-02-17,2026-02-18
WORK-ORDER-5081,AIRCRAFT-221,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-26,2026-07-29
WORK-ORDER-5082,AIRCRAFT-221,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-26,2026-07-28
WORK-ORDER-5083,AIRCRAFT-221,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-26,2026-07-27
WORK-ORDER-5084,AIRCRAFT-156,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-26,2026-07-28
WORK-ORDER-5085,AIRCRAFT-169,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-26,2026-07-27
WORK-ORDER-5086,AIRCRAFT-414,Repair navigation system components,HIGH,CLOSED,2026-07-26,2026-07-29
WORK-ORDER-5087,AIRCRAFT-414,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-26,2026-07-30
WORK-ORDER-5088,AIRCRAFT-414,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-26,2026-07-29
WORK-ORDER-5089,AIRCRAFT-414,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-26,2026-07-30
WORK-ORDER-509,AIRCRAFT-449,Complete delayed maintenance procedures,LOW,CLOSED,2026-04-17,2026-04-20
WORK-ORDER-5090,AIRCRAFT-414,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-26,2026-07-30
WORK-ORDER-5091,AIRCRAFT-428,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-27,2026-08-01
WORK-ORDER-5092,AIRCRAFT-428,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-27,2026-07-29
WORK-ORDER-5093,AIRCRAFT-277,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-27,2026-08-01
WORK-ORDER-5094,AIRCRAFT-277,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-27,2026-07-28
WORK-ORDER-5095,AIRCRAFT-277,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-27,2026-07-28
WORK-ORDER-5096,AIRCRAFT-277,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-27,2026-07-28
WORK-ORDER-5097,AIRCRAFT-277,Perform scheduled maintenance tasks,MEDIUM,CLOSED,2026-07-27,2026-08-01
WORK-ORDER-5098,AIRCRAFT-32,Fix communication equipment and systems,MEDIUM,CLOSED,2026-07-27,2026-07-30
WORK-ORDER-5099,AIRCRAFT-437,Repair navigation system components,HIGH,CLOSED,2026-02-17,2026-02-22
WORK-ORDER-51,AIRCRAFT-289,Complete delayed maintenance procedures,LOW,CLOSED,2026-02-04,2026-02-07
WORK-ORDER-510,AIRCRAFT-449,Repair navigation system components,HIGH,CLOSED,2026-04-17,2026-04-19
WORK-ORDER-5100,AIRCRAFT-437,Conduct security inspection and clearance,HIGH,CLOSED,2026-02-17,2026-02-22
WORK-ORDER-5101,AIRCRAFT-437,Fix communication equipment and systems,MEDIUM,CLOSED,2026-02-17,2026-02-20
WORK-ORDER-5102,AIRCRAFT-288,Repair navigation system components,HIGH,CLOSED,2026-07-27,2026-07-30
WORK-ORDER-5103,AIRCRAFT-288,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-27,2026-07-30
WORK-ORDER-5104,AIRCRAFT-245,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-27,2026-07-29
WORK-ORDER-5105,AIRCRAFT-245,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-27,2026-08-01
WORK-ORDER-5106,AIRCRAFT-245,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-27,2026-07-29
WORK-ORDER-5107,AIRCRAFT-31,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-27,2026-07-31
WORK-ORDER-5108,AIRCRAFT-228,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-27,2026-07-31
WORK-ORDER-5109,AIRCRAFT-448,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-27,2026-08-01
WORK-ORDER-511,AIRCRAFT-284,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-02-05,2026-02-07
WORK-ORDER-5110,AIRCRAFT-448,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-27,2026-07-28
WORK-ORDER-5111,AIRCRAFT-448,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-27,2026-07-30
WORK-ORDER-5112,AIRCRAFT-448,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-27,2026-07-29
WORK-ORDER-5113,AIRCRAFT-448,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-27,2026-07-31
WORK-ORDER-5114,AIRCRAFT-2,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-27,2026-08-01
WORK-ORDER-5115,AIRCRAFT-2,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-27,2026-07-28
WORK-ORDER-5116,AIRCRAFT-2,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-27,2026-08-01
WORK-ORDER-5117,AIRCRAFT-374,Repair navigation system components,HIGH,CLOSED,2026-07-27,2026-07-28
WORK-ORDER-5118,AIRCRAFT-374,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-27,2026-08-01
WORK-ORDER-5119,AIRCRAFT-374,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-27,2026-07-30
WORK-ORDER-512,AIRCRAFT-284,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-02-05,2026-02-07
WORK-ORDER-5120,AIRCRAFT-374,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-27,2026-07-30
WORK-ORDER-5121,AIRCRAFT-374,Conduct security inspection and clearance,HIGH,CLOSED,2026-07-27,2026-07-28
WORK-ORDER-5122,AIRCRAFT-283,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-27,2026-08-01
WORK-ORDER-5123,AIRCRAFT-283,Repair navigation system components,HIGH,CLOSED,2026-07-27,2026-07-30
WORK-ORDER-5124,AIRCRAFT-47,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-27,2026-08-01
WORK-ORDER-5125,AIRCRAFT-47,Repair navigation system components,HIGH,CLOSED,2026-07-27,2026-08-01
WORK-ORDER-5126,AIRCRAFT-409,Inspect and repair landing gear assembly,HIGH,CLOSED,2026-07-27,2026-07-30
WORK-ORDER-5127,AIRCRAFT-409,Perform engine inspection and maintenance,HIGH,CLOSED,2026-07-27,2026-07-31
WORK-ORDER-5128,AIRCRAFT-409,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-27,2026-07-31
WORK-ORDER-5129,AIRCRAFT-409,Service hydraulic systems and check for leaks,HIGH,CLOSED,2026-07-27,2026-08-01
WORK-ORDER-513,AIRCRAFT-284,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-02-05,2026-02-06
WORK-ORDER-5130,AIRCRAFT-409,Refuel aircraft to operational capacity,HIGH,CLOSED,2026-07-27,2026-07-31
WORK-ORDER-5131,AIRCRAFT-418,Perform weather-related damage inspection,MEDIUM,CLOSED,2026-07-27,2026-07-29
WORK-ORDER-5132,AIRCRAFT-418,Complete delayed maintenance procedures,LOW,CLOSED,2026-07-27,2026-07-30
