id,aircraft.id,description,startDate,endDate,status,origin.id,destination.id
OPERATION-4758,AIRCRAFT-424,Test,2026-11-28,2026-12-07,Planned,BASE-8,BASE-10
OPERATION-4759,AIRCRAFT-445,Test,2026-11-28,2026-12-06,In Progress,BASE-7,BASE-7
OPERATION-476,AIRCRAFT-282,Test,2026-03-03,2026-03-11,Completed,BASE-8,BASE-10
OPERATION-4760,AIRCRAFT-438,Test,2026-11-28,2026-12-07,Completed,BASE-4,BASE-1
OPERATION-4761,AIRCRAFT-35,Mission,2026-11-28,2026-11-28,Completed,BASE-6,BASE-7
OPERATION-4762,AIRCRAFT-339,Test,2026-11-28,2026-12-12,In Progress,BASE-4,BASE-6
OPERATION-4763,AIRCRAFT-440,Training,2026-11-28,2026-12-09,Planned,BASE-3,BASE-8
OPERATION-4764,AIRCRAFT-409,Mission,2026-11-28,2026-11-30,In Progress,BASE-7,BASE-3
OPERATION-4765,AIRCRAFT-38,Training,2026-11-28,2026-12-09,Planned,BASE-5,BASE-7
OPERATION-4766,AIRCRAFT-422,Mission,2026-11-28,2026-11-28,Completed,BASE-1,BASE-2
OPERATION-4767,AIRCRAFT-29,Mission,2026-11-28,2026-12-07,Planned,BASE-1,BASE-7
OPERATION-4768,AIRCRAFT-220,Training,2026-11-28,2026-12-11,Planned,BASE-9,BASE-8
OPERATION-4769,AIRCRAFT-100,Mission,2026-11-29,2026-12-02,Completed,BASE-7,BASE-7
OPERATION-477,AIRCRAFT-431,Mission,2026-03-03,2026-03-09,Planned,BASE-5,BASE-1
OPERATION-4770,AIRCRAFT-289,Mission,2026-11-29,2026-11-30,In Progress,BASE-3,BASE-9
OPERATION-4771,AIRCRAFT-102,Training,2026-11-29,2026-12-03,In Progress,BASE-3,BASE-4
OPERATION-4772,AIRCRAFT-189,Training,2026-11-29,2026-12-02,Completed,BASE-3,BASE-3
OPERATION-4773,AIRCRAFT-201,Test,2026-11-29,2026-12-06,Planned,BASE-3,BASE-3
OPERATION-4774,AIRCRAFT-304,Mission,2026-11-29,2026-12-03,Completed,BASE-5,BASE-8
OPERATION-4775,AIRCRAFT-21,Test,2026-11-29,2026-12-09,Planned,BASE-6,BASE-10
OPERATION-4776,AIRCRAFT-124,Mission,2026-11-29,2026-12-08,In Progress,BASE-2,BASE-1
OPERATION-4777,AIRCRAFT-415,Test,2026-11-29,2026-12-07,Planned,BASE-4,BASE-6
OPERATION-4778,AIRCRAFT-187,Mission,2026-11-29,2026-12-02,In Progress,BASE-1,BASE-6
OPERATION-4779,AIRCRAFT-330,Training,2026-11-29,2026-12-05,Planned,BASE-3,BASE-9
OPERATION-478,AIRCRAFT-341,Test,2026-03-03,2026-03-15,In Progress,BASE-6,BASE-8
OPERATION-4780,AIRCRAFT-105,Training,2026-11-29,2026-12-03,In Progress,BASE-2,BASE-6
OPERATION-4781,AIRCRAFT-5,Mission,2026-11-29,2026-12-14,Completed,BASE-8,BASE-9
OPERATION-4782,AIRCRAFT-123,Mission,2026-11-29,2026-12-06,Completed,BASE-1,BASE-2
OPERATION-4783,AIRCRAFT-32,Mission,2026-11-29,2026-11-29,Completed,BASE-5,BASE-6
OPERATION-4784,AIRCRAFT-321,Mission,2026-11-29,2026-12-06,Completed,BASE-6,BASE-3
OPERATION-4785,AIRCRAFT-296,Training,2026-11-29,2026-12-02,In Progress,BASE-9,BASE-7
OPERATION-4786,AIRCRAFT-315,Test,2026-11-29,2026-12-13,Completed,BASE-3,BASE-9
OPERATION-4787,AIRCRAFT-229,Mission,2026-11-29,2026-11-30,Completed,BASE-9,BASE-9
OPERATION-4788,AIRCRAFT-119,Training,2026-11-29,2026-12-06,Planned,BASE-6,BASE-8
OPERATION-4789,AIRCRAFT-264,Training,2026-11-29,2026-11-29,Completed,BASE-10,BASE-2
OPERATION-479,AIRCRAFT-63,Mission,2026-03-04,2026-03-17,In Progress,BASE-6,BASE-10
OPERATION-4790,AIRCRAFT-174,Mission,2026-11-29,2026-12-03,Completed,BASE-10,BASE-8
OPERATION-4791,AIRCRAFT-279,Test,2026-11-29,2026-12-07,In Progress,BASE-10,BASE-10
OPERATION-4792,AIRCRAFT-346,Training,2026-11-29,2026-11-29,Completed,BASE-6,BASE-6
OPERATION-4793,AIRCRAFT-386,Test,2026-11-29,2026-12-14,Completed,BASE-5,BASE-1
OPERATION-4794,AIRCRAFT-234,Test,2026-11-30,2026-12-08,Completed,BASE-1,BASE-7
OPERATION-4795,AIRCRAFT-6,Test,2026-11-30,2026-12-13,Planned,BASE-5,BASE-6
OPERATION-4796,AIRCRAFT-476,Test,2026-11-30,2026-12-04,Completed,BASE-7,BASE-1
OPERATION-4797,AIRCRAFT-152,Test,2026-11-30,2026-12-12,Planned,BASE-7,BASE-6
OPERATION-4798,AIRCRAFT-437,Mission,2026-11-30,2026-12-13,Planned,BASE-8,BASE-5
OPERATION-4799,AIRCRAFT-426,Mission,2026-11-30,2026-12-11,Planned,BASE-7,BASE-6
OPERATION-48,AIRCRAFT-13,Mission,2026-02-02,2026-02-14,In Progress,BASE-1,BASE-7
OPERATION-480,AIRCRAFT-429,Training,2026-03-04,2026-03-10,Planned,BASE-7,BASE-6
OPERATION-4800,AIRCRAFT-427,Training,2026-11-30,2026-12-04,Planned,BASE-4,BASE-7
OPERATION-4801,AIRCRAFT-329,Test,2026-11-30,2026-12-02,Completed,BASE-1,BASE-3
OPERATION-4802,AIRCRAFT-259,Test,2026-11-30,2026-12-11,Planned,BASE-9,BASE-5
OPERATION-4803,AIRCRAFT-457,Test,2026-11-30,2026-12-06,In Progress,BASE-10,BASE-10
OPERATION-4804,AIRCRAFT-99,Training,2026-11-30,2026-12-05,In Progress,BASE-5,BASE-5
OPERATION-4805,AIRCRAFT-471,Mission,2026-11-30,2026-12-14,In Progress,BASE-1,BASE-9
OPERATION-4806,AIRCRAFT-236,Mission,2026-11-30,2026-12-09,Completed,BASE-3,BASE-5
OPERATION-4807,AIRCRAFT-255,Training,2026-11-30,2026-12-05,Completed,BASE-1,BASE-1
OPERATION-4808,AIRCRAFT-162,Training,2026-11-30,2026-12-08,Completed,BASE-3,BASE-5
OPERATION-4809,AIRCRAFT-358,Training,2026-11-30,2026-12-03,Planned,BASE-7,BASE-10
OPERATION-481,AIRCRAFT-437,Test,2026-03-04,2026-03-13,Planned,BASE-6,BASE-7
OPERATION-4810,AIRCRAFT-353,Test,2026-11-30,2026-12-03,In Progress,BASE-6,BASE-8
OPERATION-4811,AIRCRAFT-88,Mission,2026-11-30,2026-12-09,In Progress,BASE-3,BASE-8
OPERATION-4812,AIRCRAFT-111,Mission,2026-12-01,2026-12-13,In Progress,BASE-3,BASE-6
OPERATION-4813,AIRCRAFT-145,Mission,2026-12-01,2026-12-15,Planned,BASE-4,BASE-3
OPERATION-4814,AIRCRAFT-56,Training,2026-12-01,2026-12-11,In Progress,BASE-3,BASE-4
OPERATION-4815,AIRCRAFT-327,Test,2026-12-01,2026-12-03,Completed,BASE-3,BASE-9
OPERATION-4816,AIRCRAFT-256,Mission,2026-12-01,2026-12-13,In Progress,BASE-1,BASE-3
OPERATION-4817,AIRCRAFT-378,Mission,2026-12-01,2026-12-14,Completed,BASE-10,BASE-10
OPERATION-4818,AIRCRAFT-406,Mission,2026-12-01,2026-12-03,Planned,BASE-8,BASE-5
OPERATION-4819,AIRCRAFT-61,Mission,2026-12-01,2026-12-06,Planned,BASE-1,BASE-5
OPERATION-482,AIRCRAFT-369,Training,2026-03-04,2026-03-12,Planned,BASE-10,BASE-4
OPERATION-4820,AIRCRAFT-389,Training,2026-12-01,2026-12-03,Completed,BASE-3,BASE-2
OPERATION-4821,AIRCRAFT-271,Test,2026-12-01,2026-12-12,Planned,BASE-7,BASE-7
OPERATION-4822,AIRCRAFT-432,Mission,2026-12-01,2026-12-07,In Progress,BASE-4,BASE-3
OPERATION-4823,AIRCRAFT-126,Mission,2026-12-01,2026-12-12,Planned,BASE-4,BASE-10
OPERATION-4824,AIRCRAFT-451,Mission,2026-12-01,2026-12-06,In Progress,BASE-9,BASE-6
OPERATION-4825,AIRCRAFT-23,Mission,2026-12-01,2026-12-01,Planned,BASE-7,BASE-2
OPERATION-4826,AIRCRAFT-180,Test,2026-12-01,2026-12-02,Planned,BASE-4,BASE-4
OPERATION-4827,AIRCRAFT-8,Mission,2026-12-01,2026-12-12,In Progress,BASE-10,BASE-8
OPERATION-4828,AIRCRAFT-73,Mission,2026-12-01,2026-12-03,Planned,BASE-1,BASE-1
OPERATION-4829,AIRCRAFT-58,Test,2026-12-01,2026-12-06,In Progress,BASE-7,BASE-2
OPERATION-483,AIRCRAFT-482,Mission,2026-03-04,2026-03-09,Completed,BASE-8,BASE-4
OPERATION-4830,AIRCRAFT-206,Mission,2026-12-01,2026-12-13,In Progress,BASE-7,BASE-5
OPERATION-4831,AIRCRAFT-149,Test,2026-12-02,2026-12-17,Completed,BASE-6,BASE-6
OPERATION-4832,AIRCRAFT-10,Test,2026-12-02,2026-12-11,In Progress,BASE-10,BASE-10
OPERATION-4833,AIRCRAFT-27,Mission,2026-12-02,2026-12-06,In Progress,BASE-6,BASE-4
OPERATION-4834,AIRCRAFT-277,Mission,2026-12-02,2026-12-06,In Progress,BASE-8,BASE-8
OPERATION-4835,AIRCRAFT-316,Training,2026-12-02,2026-12-04,In Progress,BASE-5,BASE-8
OPERATION-4836,AIRCRAFT-287,Training,2026-12-02,2026-12-11,Planned,BASE-2,BASE-10
OPERATION-4837,AIRCRAFT-366,Mission,2026-12-02,2026-12-11,Completed,BASE-10,BASE-2
OPERATION-4838,AIRCRAFT-431,Training,2026-12-02,2026-12-04,In Progress,BASE-7,BASE-7
OPERATION-4839,AIRCRAFT-146,Training,2026-12-02,2026-12-12,Planned,BASE-8,BASE-7
OPERATION-484,AIRCRAFT-3,Test,2026-03-04,2026-03-18,Planned,BASE-7,BASE-8
OPERATION-4840,AIRCRAFT-2,Mission,2026-12-02,2026-12-04,Completed,BASE-3,BASE-9
OPERATION-4841,AIRCRAFT-348,Training,2026-12-02,2026-12-04,Completed,BASE-1,BASE-7
OPERATION-4842,AIRCRAFT-150,Mission,2026-12-02,2026-12-04,Planned,BASE-4,BASE-2
OPERATION-4843,AIRCRAFT-397,Training,2026-12-02,2026-12-05,Completed,BASE-9,BASE-8
OPERATION-4844,AIRCRAFT-394,Test,2026-12-02,2026-12-02,In Progress,BASE-7,BASE-4
OPERATION-4845,AIRCRAFT-293,Mission,2026-12-02,2026-12-12,Planned,BASE-4,BASE-8
OPERATION-4846,AIRCRAFT-51,Training,2026-12-02,2026-12-05,Completed,BASE-3,BASE-2
OPERATION-4847,AIRCRAFT-391,Test,2026-12-02,2026-12-06,Completed,BASE-5,BASE-9
OPERATION-4848,AIRCRAFT-416,Mission,2026-12-02,2026-12-13,In Progress,BASE-2,BASE-2
OPERATION-4849,AIRCRAFT-217,Test,2026-12-02,2026-12-11,In Progress,BASE-4,BASE-1
OPERATION-485,AIRCRAFT-309,Mission,2026-03-04,2026-03-08,In Progress,BASE-3,BASE-7
OPERATION-4850,AIRCRAFT-125,Test,2026-12-02,2026-12-03,Planned,BASE-8,BASE-6
OPERATION-4851,AIRCRAFT-78,Test,2026-12-02,2026-12-09,Completed,BASE-3,BASE-4
OPERATION-4852,AIRCRAFT-261,Mission,2026-12-02,2026-12-04,In Progress,BASE-7,BASE-6
OPERATION-4853,AIRCRAFT-398,Test,2026-12-02,2026-12-14,Planned,BASE-3,BASE-8
OPERATION-4854,AIRCRAFT-186,Training,2026-12-03,2026-12-11,Completed,BASE-9,BASE-4
OPERATION-4855,AIRCRAFT-418,Training,2026-12-03,2026-12-18,Completed,BASE-2,BASE-6
OPERATION-4856,AIRCRAFT-495,Mission,2026-12-03,2026-12-09,Planned,BASE-2,BASE-2
OPERATION-4857,AIRCRAFT-128,Training,2026-12-03,2026-12-11,In Progress,BASE-3,BASE-7
OPERATION-4858,AIRCRAFT-335,Mission,2026-12-03,2026-12-15,In Progress,BASE-8,BASE-4
OPERATION-4859,AIRCRAFT-157,Mission,2026-12-03,2026-12-14,In Progress,BASE-3,BASE-5
OPERATION-486,AIRCRAFT-146,Training,2026-03-04,2026-03-16,Completed,BASE-8,BASE-10
OPERATION-4860,AIRCRAFT-371,Mission,2026-12-03,2026-12-13,Planned,BASE-8,BASE-6
OPERATION-4861,AIRCRAFT-351,Training,2026-12-03,2026-12-15,Completed,BASE-8,BASE-7
OPERATION-4862,AIRCRAFT-59,Training,2026-12-03,2026-12-11,Completed,BASE-5,BASE-10
OPERATION-4863,AIRCRAFT-227,Mission,2026-12-03,2026-12-16,In Progress,BASE-10,BASE-5
OPERATION-4864,AIRCRAFT-200,Mission,2026-12-03,2026-12-14,In Progress,BASE-7,BASE-3
OPERATION-4865,AIRCRAFT-106,Training,2026-12-03,2026-12-13,Completed,BASE-3,BASE-10
OPERATION-4866,AIRCRAFT-365,Training,2026-12-03,2026-12-16,Completed,BASE-6,BASE-2
OPERATION-4867,AIRCRAFT-147,Training,2026-12-03,2026-12-07,Planned,BASE-8,BASE-7
OPERATION-4868,AIRCRAFT-248,Test,2026-12-03,2026-12-18,Planned,BASE-6,BASE-1
OPERATION-4869,AIRCRAFT-283,Training,2026-12-03,2026-12-17,Completed,BASE-5,BASE-3
OPERATION-487,AIRCRAFT-475,Test,2026-03-04,2026-03-16,Completed,BASE-7,BASE-9
OPERATION-4870,AIRCRAFT-213,Test,2026-12-03,2026-12-05,Planned,BASE-5,BASE-7
OPERATION-4871,AIRCRAFT-107,Mission,2026-12-03,2026-12-14,Planned,BASE-4,BASE-5
OPERATION-4872,AIRCRAFT-473,Test,2026-12-03,2026-12-18,Completed,BASE-1,BASE-5
OPERATION-4873,AIRCRAFT-493,Test,2026-12-03,2026-12-14,Completed,BASE-8,BASE-3
OPERATION-4874,AIRCRAFT-203,Test,2026-12-03,2026-12-14,In Progress,BASE-1,BASE-8
OPERATION-4875,AIRCRAFT-28,Mission,2026-12-03,2026-12-03,Completed,BASE-10,BASE-9
OPERATION-4876,AIRCRAFT-188,Training,2026-12-03,2026-12-07,In Progress,BASE-9,BASE-3
OPERATION-4877,AIRCRAFT-267,Training,2026-12-03,2026-12-10,Completed,BASE-3,BASE-1
OPERATION-4878,AIRCRAFT-375,Mission,2026-12-03,2026-12-11,Completed,BASE-7,BASE-8
OPERATION-4879,AIRCRAFT-113,Training,2026-12-04,2026-12-18,Planned,BASE-7,BASE-4
OPERATION-488,AIRCRAFT-35,Test,2026-03-04,2026-03-05,Completed,BASE-10,BASE-2
OPERATION-4880,AIRCRAFT-77,Training,2026-12-04,2026-12-08,Planned,BASE-1,BASE-2
OPERATION-4881,AIRCRAFT-223,Mission,2026-12-04,2026-12-06,Planned,BASE-1,BASE-9
OPERATION-4882,AIRCRAFT-68,Training,2026-12-04,2026-12-13,Planned,BASE-7,BASE-5
OPERATION-4883,AIRCRAFT-290,Mission,2026-12-04,2026-12-10,In Progress,BASE-8,BASE-10
OPERATION-4884,AIRCRAFT-122,Test,2026-12-04,2026-12-16,Planned,BASE-9,BASE-10
OPERATION-4885,AIRCRAFT-7,Test,2026-12-04,2026-12-16,Completed,BASE-2,BASE-4
OPERATION-4886,AIRCRAFT-110,Training,2026-12-04,2026-12-16,Completed,BASE-5,BASE-10
OPERATION-4887,AIRCRAFT-467,Test,2026-12-04,2026-12-13,Planned,BASE-1,BASE-9
OPERATION-4888,AIRCRAFT-458,Training,2026-12-04,2026-12-15,Completed,BASE-1,BASE-2
OPERATION-4889,AIRCRAFT-233,Training,2026-12-04,2026-12-10,Completed,BASE-6,BASE-2
OPERATION-489,AIRCRAFT-270,Test,2026-03-04,2026-03-07,Completed,BASE-6,BASE-3
OPERATION-4890,AIRCRAFT-428,Mission,2026-12-04,2026-12-10,Completed,BASE-1,BASE-2
OPERATION-4891,AIRCRAFT-393,Training,2026-12-04,2026-12-07,In Progress,BASE-2,BASE-8
OPERATION-4892,AIRCRAFT-75,Mission,2026-12-05,2026-12-06,Planned,BASE-9,BASE-9
OPERATION-4893,AIRCRAFT-336,Training,2026-12-05,2026-12-06,Completed,BASE-2,BASE-1
OPERATION-4894,AIRCRAFT-159,Training,2026-12-05,2026-12-14,Planned,BASE-2,BASE-6
OPERATION-4895,AIRCRAFT-411,Test,2026-12-05,2026-12-17,In Progress,BASE-2,BASE-4
OPERATION-4896,AIRCRAFT-253,Test,2026-12-05,2026-12-15,Completed,BASE-2,BASE-5
OPERATION-4897,AIRCRAFT-481,Training,2026-12-05,2026-12-11,In Progress,BASE-6,BASE-6
OPERATION-4898,AIRCRAFT-260,Mission,2026-12-05,2026-12-06,Completed,BASE-1,BASE-2
OPERATION-4899,AIRCRAFT-65,Training,2026-12-05,2026-12-17,In Progress,BASE-5,BASE-8
OPERATION-49,AIRCRAFT-5,Training,2026-02-02,2026-02-10,In Progress,BASE-7,BASE-9
OPERATION-490,AIRCRAFT-55,Test,2026-03-05,2026-03-06,Completed,BASE-7,BASE-6
OPERATION-4900,AIRCRAFT-489,Training,2026-12-05,2026-12-08,Completed,BASE-5,BASE-1
OPERATION-4901,AIRCRAFT-137,Mission,2026-12-05,2026-12-07,In Progress,BASE-2,BASE-7
OPERATION-4902,AIRCRAFT-488,Test,2026-12-05,2026-12-11,Planned,BASE-7,BASE-2
OPERATION-4903,AIRCRAFT-403,Test,2026-12-05,2026-12-08,In Progress,BASE-7,BASE-9
OPERATION-4904,AIRCRAFT-177,Test,2026-12-06,2026-12-09,Completed,BASE-8,BASE-7
OPERATION-4905,AIRCRAFT-396,Test,2026-12-06,2026-12-20,Completed,BASE-9,BASE-4
OPERATION-4906,AIRCRAFT-237,Training,2026-12-06,2026-12-12,Planned,BASE-8,BASE-1
OPERATION-4907,AIRCRAFT-130,Training,2026-12-06,2026-12-16,Completed,BASE-4,BASE-6
OPERATION-4908,AIRCRAFT-320,Training,2026-12-06,2026-12-12,Completed,BASE-9,BASE-2
OPERATION-4909,AIRCRAFT-450,Training,2026-12-06,2026-12-17,In Progress,BASE-3,BASE-9
OPERATION-491,AIRCRAFT-168,Mission,2026-03-05,2026-03-18,Planned,BASE-5,BASE-4
OPERATION-4910,AIRCRAFT-313,Training,2026-12-06,2026-12-17,Planned,BASE-4,BASE-10
OPERATION-4911,AIRCRAFT-343,Mission,2026-12-06,2026-12-11,In Progress,BASE-7,BASE-3
OPERATION-4912,AIRCRAFT-487,Test,2026-12-06,2026-12-09,In Progress,BASE-6,BASE-9
OPERATION-4913,AIRCRAFT-167,Test,2026-12-06,2026-12-07,In Progress,BASE-9,BASE-5
OPERATION-4914,AIRCRAFT-461,Test,2026-12-06,2026-12-19,In Progress,BASE-10,BASE-4
OPERATION-4915,AIRCRAFT-278,Mission,2026-12-06,2026-12-06,Planned,BASE-9,BASE-6
OPERATION-4916,AIRCRAFT-239,Training,2026-12-06,2026-12-12,Planned,BASE-8,BASE-7
OPERATION-4917,AIRCRAFT-303,Training,2026-12-06,2026-12-19,In Progress,BASE-2,BASE-6
OPERATION-4918,AIRCRAFT-246,Training,2026-12-07,2026-12-08,Planned,BASE-9,BASE-6
OPERATION-4919,AIRCRAFT-462,Mission,2026-12-07,2026-12-16,Planned,BASE-1,BASE-9
OPERATION-492,AIRCRAFT-416,Training,2026-03-05,2026-03-12,In Progress,BASE-8,BASE-10
OPERATION-4920,AIRCRAFT-270,Mission,2026-12-07,2026-12-21,Completed,BASE-10,BASE-8
OPERATION-4921,AIRCRAFT-112,Test,2026-12-07,2026-12-11,In Progress,BASE-4,BASE-9
OPERATION-4922,AIRCRAFT-64,Training,2026-12-07,2026-12-12,In Progress,BASE-8,BASE-2
OPERATION-4923,AIRCRAFT-82,Training,2026-12-07,2026-12-10,Planned,BASE-6,BASE-3
OPERATION-4924,AIRCRAFT-86,Training,2026-12-07,2026-12-22,Planned,BASE-1,BASE-10
OPERATION-4925,AIRCRAFT-114,Training,2026-12-07,2026-12-08,Planned,BASE-3,BASE-2
OPERATION-4926,AIRCRAFT-228,Test,2026-12-07,2026-12-08,In Progress,BASE-3,BASE-4
OPERATION-4927,AIRCRAFT-362,Training,2026-12-07,2026-12-16,Planned,BASE-1,BASE-6
OPERATION-4928,AIRCRAFT-485,Training,2026-12-07,2026-12-22,Planned,BASE-10,BASE-7
OPERATION-4929,AIRCRAFT-67,Mission,2026-12-07,2026-12-10,In Progress,BASE-6,BASE-10
OPERATION-493,AIRCRAFT-342,Mission,2026-03-05,2026-03-09,In Progress,BASE-2,BASE-5
OPERATION-4930,AIRCRAFT-410,Training,2026-12-07,2026-12-20,In Progress,BASE-8,BASE-7
OPERATION-4931,AIRCRAFT-142,Test,2026-12-07,2026-12-16,Completed,BASE-7,BASE-9
OPERATION-4932,AIRCRAFT-284,Training,2026-12-07,2026-12-14,In Progress,BASE-1,BASE-1
OPERATION-4933,AIRCRAFT-240,Mission,2026-12-07,2026-12-18,In Progress,BASE-3,BASE-7
OPERATION-4934,AIRCRAFT-297,Training,2026-12-07,2026-12-18,Completed,BASE-4,BASE-3
OPERATION-4935,AIRCRAFT-192,Test,2026-12-07,2026-12-11,Planned,BASE-5,BASE-4
OPERATION-4936,AIRCRAFT-60,Mission,2026-12-07,2026-12-07,In Progress,BASE-5,BASE-8
OPERATION-4937,AIRCRAFT-477,Mission,2026-12-07,2026-12-14,Planned,BASE-6,BASE-8
OPERATION-4938,AIRCRAFT-144,Training,2026-12-07,2026-12-10,Planned,BASE-2,BASE-1
OPERATION-4939,AIRCRAFT-301,Test,2026-12-07,2026-12-09,Planned,BASE-7,BASE-1
OPERATION-494,AIRCRAFT-157,Mission,2026-03-05,2026-03-18,Completed,BASE-3,BASE-6
OPERATION-4940,AIRCRAFT-344,Mission,2026-12-07,2026-12-07,Planned,BASE-7,BASE-6
OPERATION-4941,AIRCRAFT-412,Training,2026-12-07,2026-12-13,In Progress,BASE-6,BASE-10
OPERATION-4942,AIRCRAFT-497,Test,2026-12-07,2026-12-21,Planned,BASE-4,BASE-6
OPERATION-4943,AIRCRAFT-345,Test,2026-12-07,2026-12-16,Completed,BASE-4,BASE-6
OPERATION-4944,AIRCRAFT-274,Mission,2026-12-08,2026-12-10,In Progress,BASE-10,BASE-7
OPERATION-4945,AIRCRAFT-195,Training,2026-12-08,2026-12-23,In Progress,BASE-4,BASE-9
OPERATION-4946,AIRCRAFT-448,Training,2026-12-08,2026-12-21,Completed,BASE-4,BASE-3
OPERATION-4947,AIRCRAFT-496,Mission,2026-12-08,2026-12-08,Planned,BASE-8,BASE-3
OPERATION-4948,AIRCRAFT-307,Training,2026-12-08,2026-12-21,Planned,BASE-9,BASE-3
OPERATION-4949,AIRCRAFT-291,Test,2026-12-08,2026-12-17,In Progress,BASE-5,BASE-10
OPERATION-495,AIRCRAFT-343,Training,2026-03-05,2026-03-14,Planned,BASE-9,BASE-8
OPERATION-4950,AIRCRAFT-430,Training,2026-12-08,2026-12-13,Completed,BASE-3,BASE-5
OPERATION-4951,AIRCRAFT-129,Mission,2026-12-08,2026-12-08,Completed,BASE-3,BASE-1
OPERATION-4952,AIRCRAFT-408,Mission,2026-12-08,2026-12-20,Planned,BASE-5,BASE-7
OPERATION-4953,AIRCRAFT-251,Mission,2026-12-08,2026-12-08,Completed,BASE-1,BASE-9
OPERATION-4954,AIRCRAFT-235,Mission,2026-12-08,2026-12-18,Planned,BASE-8,BASE-2
OPERATION-4955,AIRCRAFT-96,Test,2026-12-08,2026-12-20,Planned,BASE-1,BASE-4
OPERATION-4956,AIRCRAFT-254,Training,2026-12-08,2026-12-15,Completed,BASE-4,BASE-7
OPERATION-4957,AIRCRAFT-478,Mission,2026-12-08,2026-12-14,Planned,BASE-1,BASE-1
OPERATION-4958,AIRCRAFT-383,Mission,2026-12-08,2026-12-09,Completed,BASE-10,BASE-10
OPERATION-4959,AIRCRAFT-139,Test,2026-12-08,2026-12-15,In Progress,BASE-9,BASE-2
OPERATION-496,AIRCRAFT-441,Mission,2026-03-05,2026-03-16,In Progress,BASE-8,BASE-6
OPERATION-4960,AIRCRAFT-474,Training,2026-12-09,2026-12-09,Completed,BASE-1,BASE-3
OPERATION-4961,AIRCRAFT-265,Test,2026-12-09,2026-12-16,In Progress,BASE-2,BASE-6
OPERATION-4962,AIRCRAFT-399,Test,2026-12-09,2026-12-14,Planned,BASE-10,BASE-4
OPERATION-4963,AIRCRAFT-89,Training,2026-12-09,2026-12-10,Completed,BASE-4,BASE-8
OPERATION-4964,AIRCRAFT-311,Mission,2026-12-09,2026-12-22,Planned,BASE-7,BASE-7
OPERATION-4965,AIRCRAFT-360,Test,2026-12-09,2026-12-14,Planned,BASE-9,BASE-2
OPERATION-4966,AIRCRAFT-173,Test,2026-12-09,2026-12-13,Completed,BASE-7,BASE-9
OPERATION-4967,AIRCRAFT-276,Test,2026-12-09,2026-12-11,In Progress,BASE-8,BASE-5
OPERATION-4968,AIRCRAFT-55,Mission,2026-12-09,2026-12-23,In Progress,BASE-4,BASE-2
OPERATION-4969,AIRCRAFT-127,Training,2026-12-09,2026-12-11,Completed,BASE-9,BASE-4
OPERATION-497,AIRCRAFT-311,Mission,2026-03-05,2026-03-07,Completed,BASE-2,BASE-1
OPERATION-4970,AIRCRAFT-108,Test,2026-12-09,2026-12-16,In Progress,BASE-8,BASE-4
OPERATION-4971,AIRCRAFT-404,Test,2026-12-09,2026-12-23,In Progress,BASE-3,BASE-2
OPERATION-4972,AIRCRAFT-463,Training,2026-12-09,2026-12-12,Planned,BASE-7,BASE-10
OPERATION-4973,AIRCRAFT-341,Training,2026-12-09,2026-12-16,Completed,BASE-6,BASE-1
OPERATION-4974,AIRCRAFT-310,Training,2026-12-09,2026-12-12,In Progress,BASE-8,BASE-2
OPERATION-4975,AIRCRAFT-349,Training,2026-12-09,2026-12-24,Planned,BASE-9,BASE-9
OPERATION-4976,AIRCRAFT-317,Mission,2026-12-09,2026-12-15,In Progress,BASE-9,BASE-9
OPERATION-4977,AIRCRAFT-120,Mission,2026-12-09,2026-12-20,Completed,BASE-7,BASE-3
OPERATION-4978,AIRCRAFT-312,Mission,2026-12-09,2026-12-23,Completed,BASE-3,BASE-3
OPERATION-4979,AIRCRAFT-331,Training,2026-12-09,2026-12-22,In Progress,BASE-9,BASE-9
OPERATION-498,AIRCRAFT-172,Test,2026-03-05,2026-03-15,Planned,BASE-4,BASE-9
OPERATION-4980,AIRCRAFT-395,Test,2026-12-09,2026-12-09,Completed,BASE-4,BASE-8
OPERATION-4981,AIRCRAFT-16,Training,2026-12-09,2026-12-21,In Progress,BASE-3,BASE-3
OPERATION-4982,AIRCRAFT-352,Training,2026-12-09,2026-12-09,Completed,BASE-10,BASE-4
OPERATION-4983,AIRCRAFT-40,Test,2026-12-09,2026-12-19,Planned,BASE-3,BASE-6
OPERATION-4984,AIRCRAFT-81,Training,2026-12-10,2026-12-25,Planned,BASE-7,BASE-6
OPERATION-4985,AIRCRAFT-444,Training,2026-12-10,2026-12-25,Planned,BASE-9,BASE-4
OPERATION-4986,AIRCRAFT-85,Test,2026-12-10,2026-12-21,Completed,BASE-1,BASE-6
OPERATION-4987,AIRCRAFT-69,Mission,2026-12-10,2026-12-10,Completed,BASE-5,BASE-2
OPERATION-4988,AIRCRAFT-156,Training,2026-12-10,2026-12-24,In Progress,BASE-8,BASE-9
OPERATION-4989,AIRCRAFT-364,Mission,2026-12-10,2026-12-16,Planned,BASE-10,BASE-6
OPERATION-499,AIRCRAFT-59,Mission,2026-03-05,2026-03-10,In Progress,BASE-9,BASE-7
OPERATION-4990,AIRCRAFT-250,Mission,2026-12-10,2026-12-22,Completed,BASE-9,BASE-8
OPERATION-4991,AIRCRAFT-4,Mission,2026-12-10,2026-12-12,In Progress,BASE-9,BASE-7
